Région,Ville,Nom du maire,Date de prise de fonction,URL,Téléphone,Email,Adresse Mairie
Centre-Val de Loire,Montboissier (28800),M. Bruno LHOSTE,25/05/2020,https://www.mon-maire.fr/maire-de-montboissier-28,2 37 47 30 64,mairie.montboissier@wanadoo.fr,Mairie de Montboissier 28 rue du Houssay 28800 Montboissier
Centre-Val de Loire,Montbouy (45230),M. Yves BOSCARDIN,27/05/2020,https://www.mon-maire.fr/maire-de-montbouy-45,2 38 97 53 03,montbouy@orange.fr,Mairie de Montbouy Place de l'Église 45230 Montbouy
Centre-Val de Loire,Montchevrier (36140),M. Maurice DESRIERS,28/06/2020,https://www.mon-maire.fr/maire-de-montchevrier-36,2 54 06 35 15,commune.montchevrier@orange.fr,Mairie de Montchevrier Le Bourg 36140 Montchevrier
Centre-Val de Loire,Montcresson (45700),M. Alain GERMAIN,23/05/2020,https://www.mon-maire.fr/maire-de-montcresson-45,2 38 90 00 53,mairie.montcresson@wanadoo.fr,Mairie de Montcresson 25 rue de Verdun 45700 Montcresson
Centre-Val de Loire,Monteaux (41150),M. Philippe DAMBRINE,03/07/2020,https://www.mon-maire.fr/maire-de-monteaux-41,2 54 70 22 28,mairie.monteaux@wanadoo.fr,Mairie de Monteaux 24 rue de la Vallée 41150 Monteaux
Centre-Val de Loire,Montereau (45260),M. Jean DEBOUZY,26/05/2020,https://www.mon-maire.fr/maire-de-montereau-45,2 38 87 71 64,mairiemontereau@wanadoo.fr,Mairie de Montereau 26 route de Lorris 45260 Montereau
Centre-Val de Loire,Montgivray (36400),M. Michel BLIN,18/05/2020,https://www.mon-maire.fr/maire-de-montgivray-36,2 54 06 10 36,mairie.montgivray@wanadoo.fr,Mairie de Montgivray 2 rue du Pont 36400 Montgivray
Centre-Val de Loire,Pouligny-Saint-Martin (36160),M. Eric WEINLING,18/05/2020,https://www.mon-maire.fr/maire-de-pouligny-saint-martin-36,2 54 30 22 88,mairie.poulignystmartin@wanadoo.fr,Mairie de Pouligny-Saint-Martin Le Bourg 36160 Pouligny-Saint-Martin
Centre-Val de Loire,Pouligny-Saint-Pierre (36300),M. Roland CAILLAUD,18/05/2020,https://www.mon-maire.fr/maire-de-pouligny-saint-pierre-36,2 54 37 10 01,mairie@poulignystpierre.fr,Mairie de Pouligny-Saint-Pierre 1 place des Anciens-Combattants 36300 Pouligny-Saint-Pierre
Centre-Val de Loire,Poupry (28140),Mme Dany BERTHEAU,03/07/2020,https://www.mon-maire.fr/maire-de-poupry-28,2 38 80 02 31,communedepoupry@wanadoo.fr,Mairie de Poupry 1 place de la Mairie 28140 Poupry
Centre-Val de Loire,Pouzay (37800),Mme Françoise MORIN,28/05/2020,https://www.mon-maire.fr/maire-de-pouzay-37,2 47 65 21 93,mairie@pouzay.fr,Mairie de Pouzay 23 rue des Écoles 37800 Pouzay
Centre-Val de Loire,Prasville (28150),M. Olivier JORIS,23/05/2020,https://www.mon-maire.fr/maire-de-prasville-28,2 37 32 23 64,mairiedeprasville@wanadoo.fr,Mairie de Prasville 8 rue de la Mairie 28150 Prasville
Centre-Val de Loire,Pray (41190),M. Erick GOUGÉ,25/05/2020,https://www.mon-maire.fr/maire-de-pray-41,2 54 82 82 21,mairie-pray41@wanadoo.fr,Mairie de Pray 5 rue Pierre-de-Ronsard 41190 Pray
Centre-Val de Loire,Pré-Saint-Évroult (28800),M. Joël LAMY,03/07/2020,https://www.mon-maire.fr/maire-de-pre-saint-evroult-28,2 37 47 56 56,pre-saint-evroult@wanadoo.fr,Mairie de Pré-Saint-Évroult 3 rue des Écoles 28800 Pré-Saint-Évroult
Centre-Val de Loire,Pré-Saint-Martin (28800),M. Jean-Louis HY,27/05/2020,https://www.mon-maire.fr/maire-de-pre-saint-martin-28,2 37 47 60 07,mairie.presaintmartin@wanadoo.fr,Mairie de Pré-Saint-Martin Hameau Aigneville 18 rue des Méris 28800 Pré-Saint-Martin
Centre-Val de Loire,Préaux (36240),M. Guy LÉVÊQUE,28/06/2020,https://www.mon-maire.fr/maire-de-preaux-36,2 54 38 75 00,mairiepreaux@wanadoo.fr,Mairie de Préaux 6 route de Châtillon 36240 Préaux
Centre-Val de Loire,Précy (18140),M. Joël VIGNEL,25/05/2020,https://www.mon-maire.fr/maire-de-precy-18,2 48 80 61 20,mprecy@wanadoo.fr,Mairie de Précy 13 place du 19-Mars-1962 18140 Précy
Centre-Val de Loire,Saint-Lubin-en-Vergonnois (41190),M. Henry BOUSSIQUOT,25/05/2020,https://www.mon-maire.fr/maire-de-saint-lubin-en-vergonnois-41,2 54 43 22 31,mairie.stlubin@wanadoo.fr,Mairie de Saint-Lubin-en-Vergonnois Place de la Mairie 41190 Saint-Lubin-en-Vergonnois
Centre-Val de Loire,Saint-Lucien (28210),Mme Catherine DEBRAY,23/05/2020,https://www.mon-maire.fr/maire-de-saint-lucien-28,2 37 82 58 07,mairie.stlucien@wanadoo.fr,Mairie de Saint-Lucien 1 chemin de la Tour 28210 Saint-Lucien
Centre-Val de Loire,Saint-Luperce (28190),Mme Pierrette SALMON,25/05/2020,https://www.mon-maire.fr/maire-de-saint-luperce-28,2 37 26 85 12,mairie@saintluperce.fr,Mairie de Saint-Luperce 5 rue de la Mairie 28190 Saint-Luperce
Centre-Val de Loire,Saint-Lyé-la-Forêt (45170),M. Jacques Christian VAN BELLE,25/05/2020,https://www.mon-maire.fr/maire-de-saint-lye-la-foret-45,2 38 91 84 72,mairie.de.st.lye@wanadoo.fr,Mairie de Saint-Lyé-la-Forêt 15 route d'Orléans 45170 Saint-Lyé-la-Forêt
Centre-Val de Loire,Saint-Maixme-Hauterive (28170),M. Christophe HELIAS,25/05/2020,https://www.mon-maire.fr/maire-de-saint-maixme-hauterive-28,2 37 51 68 06,mairie-de-st-maixme-hauterive@wanadoo.fr,Mairie de Saint-Maixme-Hauterive 2 rue de la Mairie 28170 Saint-Maixme-Hauterive
Centre-Val de Loire,Saint-Marc-du-Cor (41170),Mme Anne GAUTIER,25/05/2020,https://www.mon-maire.fr/maire-de-saint-marc-du-cor-41,2 54 80 94 87,saint-marc-du-cor@wanadoo.fr,Mairie de Saint-Marc-du-Cor 3 rue des Écoles 41170 Saint-Marc-du-Cor
Centre-Val de Loire,Saint-Marcel (36200),M. Jean-Paul MARTIN,28/06/2020,https://www.mon-maire.fr/maire-de-saint-marcel-36,2 54 24 15 07,mairiestmarcel@wanadoo.fr,Mairie de Saint-Marcel 2 rue du Point-du-Jour 36200 Saint-Marcel
Centre-Val de Loire,Saint-Martin-d'Abbat (45110),M. Joël TURPIN,23/05/2020,https://www.mon-maire.fr/maire-de-saint-martin-dabbat-45,2 38 46 86 40,mairie@saintmartindabbat.fr,Mairie de Saint-Martin-d'Abbat 10 place de la Mairie 45110 Saint-Martin-d'Abbat
Centre-Val de Loire,Saint-Martin-d'Auxigny (18110),M. Fabrice CHOLLET,26/05/2020,https://www.mon-maire.fr/maire-de-saint-martin-dauxigny-18,2 48 66 61 61,auxigny.stmartin@wanadoo.fr,Mairie de Saint-Martin-d'Auxigny 3 place de la Mairie 18110 Saint-Martin-d'Auxigny
Centre-Val de Loire,Saint-Martin-de-Nigelles (28130),Mme Isabelle FAURE,25/05/2020,https://www.mon-maire.fr/maire-de-saint-martin-de-nigelles-28,2 37 82 50 13,contact@villesmdn.fr,Mairie de Saint-Martin-de-Nigelles 14 rue Jean-Moulin 28130 Saint-Martin-de-Nigelles
Centre-Val de Loire,Touchay (18160),Mme Marilyne BROSSAT,05/06/2020,https://www.mon-maire.fr/maire-de-touchay-18,2 48 60 06 59,mairie.touchay@wanadoo.fr,Mairie de Touchay 3 place Maurice-Utrillo 18160 Touchay
Centre-Val de Loire,Tour-en-Sologne (41250),M. Patrice DUCHET,26/05/2020,https://www.mon-maire.fr/maire-de-tour-en-sologne-41,2 54 46 42 86,commune.tour-en-sologne@wanadoo.fr,Mairie de Tour-en-Sologne Rue de la Mairie 41250 Tour-en-Sologne
Centre-Val de Loire,Tourailles (41190),M. Michel RANDUINEAU,05/07/2020,https://www.mon-maire.fr/maire-de-tourailles-41,2 54 82 90 63,mairie.tourailles41@orange.fr,Mairie de Tourailles 5 rue de Lamon 41190 Tourailles
Centre-Val de Loire,Tournoisis (45310),Mme Muriel BATAILLE,25/05/2020,https://www.mon-maire.fr/maire-de-tournoisis-45,,mairie.tournoisis@wanadoo.fr,Mairie de Tournoisis 76 rue de la Mairie 45310 Tournoisis
Centre-Val de Loire,Tournon-Saint-Martin (36220),M. Dominique HERVO,18/05/2020,https://www.mon-maire.fr/maire-de-tournon-saint-martin-36,2 54 37 50 60,tournon-mairie@wanadoo.fr,Mairie de Tournon-Saint-Martin 23 rue de la Mairie 36220 Tournon-Saint-Martin
Centre-Val de Loire,Tournon-Saint-Pierre (37290),Mme Nicole THIBAULT,29/05/2020,https://www.mon-maire.fr/maire-de-tournon-saint-pierre-37,2 54 37 50 02,mairie.tournon-st-pierre@wanadoo.fr,Mairie de Tournon-Saint-Pierre 2 place du 11-Novembre 37290 Tournon-Saint-Pierre
Centre-Val de Loire,Tours (37000),M. Emmanuel DENIS,03/07/2020,https://www.mon-maire.fr/maire-de-tours-37,2 47 21 60 00,webmestre@ville-tours.fr,Mairie de Tours Hôtel de Ville 1-3 rue des Minimes 37000 Tours
Centre-Val de Loire,Toury (28310),M. Laurent LECLERCQ,27/05/2020,https://www.mon-maire.fr/maire-de-toury-28,2 37 90 50 60,mairie@ville-toury.fr,Mairie de Toury 5 place Suger 28310 Toury
Centre-Val de Loire,Traînou (45470),M. Aymeric PÉPION,25/05/2020,https://www.mon-maire.fr/maire-de-trainou-45,2 38 65 63 08,accueil@mairie-trainou.fr,Mairie de Traînou 1103 rue de la République 45470 Traînou
Centre-Val de Loire,Trancrainville (28310),M. Pascal JOUSSE,25/05/2020,https://www.mon-maire.fr/maire-de-trancrainville-28,2 37 99 91 23,mairiedetrancrainville@orange.fr,Mairie de Trancrainville 6 rue de la Mairie 28310 Trancrainville
Corse,Afa (20167),M. Ange Pascal MINICONI,23/05/2020,https://www.mon-maire.fr/maire-de-afa-2a,4 95 10 90 00,afa.mairie@wanadoo.fr,Mairie de Afa Afa-Village 20167 Afa
Corse,Aghione (20270),M. André CASANOVA,25/05/2020,https://www.mon-maire.fr/maire-de-aghione-2b,4 95 56 60 33,commune-aghione@wanadoo.fr,Mairie de Aghione Casone 20270 Aghione
Corse,Aiti (20244),M. Gérard ORSONI,23/05/2020,https://www.mon-maire.fr/maire-de-aiti-2b,4 95 48 40 13,mairie.aiti@orange.fr,Mairie de Aiti Aiti-Village 20244 Aiti
Corse,Ajaccio (20167),M. Laurent MARCANGELI,23/05/2020,https://www.mon-maire.fr/maire-de-ajaccio-2a,4 95 51 52 53,mairie@ajaccio.fr,Mairie de Ajaccio Avenue Antoine-Serafini BP 412 20167 Ajaccio
Corse,Alando (20212),M. Guy MAMELLI,26/05/2020,https://www.mon-maire.fr/maire-de-alando-2b,4 95 48 66 91,mairiealando@wanadoo.fr,Mairie de Alando Village d'Alando 20212 Alando
Corse,Alata (20167),M. Etienne FERRANDI,26/05/2020,https://www.mon-maire.fr/maire-de-alata-2a,4 95 25 33 76,mairie-alata@orange.fr,Mairie de Alata Village 20167 Alata
Corse,Albertacce (20224),M. Pierre-François ALBERTINI,24/05/2020,https://www.mon-maire.fr/maire-de-albertacce-2b,4 95 48 01 05,mairie.albertacce@orange.fr,Mairie de Albertacce 62 Albertacce 20224 Albertacce
Corse,Albitreccia (20166),M. Pierre-Paul LUCIANI,25/05/2020,https://www.mon-maire.fr/maire-de-albitreccia-2a,4 95 25 08 64,mairie.albitreccia@wanadoo.fr,Mairie de Albitreccia Résidence Harmonie Molini-Agosta 20166 Albitreccia
Corse,Aléria (20270),M. Ange-Joseph FRATICELLI,04/07/2020,https://www.mon-maire.fr/maire-de-aleria-2b,4 95 57 00 73,commune@aleria.fr,Mairie de Aléria 20 cours Charles-Jean-Sarocchi 20270 Aléria
Corse,Algajola (20220),M. François ROSSI,23/05/2020,https://www.mon-maire.fr/maire-de-algajola-2b,4 95 60 70 47,mairie.algajola@gmail.com,Mairie de Algajola Place du Monument-aux-Morts 20220 Algajola
Corse,Parata (20229),Mme Laurence LEONI MAZIERE,25/05/2020,https://www.mon-maire.fr/maire-de-parata-2b,4 95 35 81 65,commune-de-parata@orange.fr,Mairie de Parata Village 20229 Parata
Corse,Partinello (20147),M. Christian CARDI,24/05/2020,https://www.mon-maire.fr/maire-de-partinello-2a,4 95 27 30 23,mairie.partinello@wanadoo.fr,Mairie de Partinello Le Village 20147 Partinello
Corse,Pastricciola (20121),M. Stéphane LECA,23/05/2020,https://www.mon-maire.fr/maire-de-pastricciola-2a,4 95 28 91 85,mairiedepastricciola@orange.fr,Mairie de Pastricciola Village 20121 Pastricciola
Corse,Patrimonio (20253),M. José POGGIOLI,23/05/2020,https://www.mon-maire.fr/maire-de-patrimonio-2b,4 95 37 08 49,mairie.patrimonio@mic.fr,Mairie de Patrimonio Hameau Canale 20253 Patrimonio
Corse,Penta-Acquatella (20290),M. René GATTACCECA,28/05/2020,https://www.mon-maire.fr/maire-de-penta-acquatella-2b,4 95 36 25 97,mairie.pentaacquatella@gmail.com,Mairie de Penta-Acquatella Hameau de Penta 20290 Penta-Acquatella
Corse,Penta-di-Casinca (20213),M. Yannick CASTELLI,23/05/2020,https://www.mon-maire.fr/maire-de-penta-di-casinca-2b,4 95 36 96 27,mairie.pentadicasinca@wanadoo.fr,Mairie de Penta-di-Casinca Route de la Mer 20213 Penta-di-Casinca
Corse,Perelli (20234),Mme Christiane VINCIGUERRA CERAMI,26/05/2020,https://www.mon-maire.fr/maire-de-perelli-2b,4 95 35 90 80,,Mairie de Perelli Perelli 20234 Perelli
Corse,Peri (20167),M. Baptiste Xavier LACOMBE,23/05/2020,https://www.mon-maire.fr/maire-de-peri-2a,4 95 25 63 53,mairie.peri@wanadoo.fr,Mairie de Peri Chiosso-Novo Lotissement Salasca 20167 Peri
Corse,Pero-Casevecchie (20230),M. François BERLINGHI,23/05/2020,https://www.mon-maire.fr/maire-de-pero-casevecchie-2b,4 95 36 91 02,perocasevecchie@wanadoo.fr,Mairie de Pero-Casevecchie Hameau de Pero 20230 Pero-Casevecchie
Corse,Petreto-Bicchisano (20140),M. Jacques NICOLAÏ,23/05/2020,https://www.mon-maire.fr/maire-de-petreto-bicchisano-2a,4 95 24 30 14,petreto-bicchisano@wanadoo.fr,Mairie de Petreto-Bicchisano Quartier Mairie 20140 Petreto-Bicchisano
Grand-Est,Abainville (55130),M. Jean-Claude HERPIERRE,23/05/2020,https://www.mon-maire.fr/maire-de-abainville-55,3 29 89 65 52,mairie.abainville@orange.fr,Mairie de Abainville 3 rue Saint-Martin 55130 Abainville
Grand-Est,Abaucourt (54610),M. David RENKES,27/05/2020,https://www.mon-maire.fr/maire-de-abaucourt-54,3 83 31 38 59,mairie.abaucourt@wanadoo.fr,Mairie de Abaucourt 5 Grande rue 54610 Abaucourt
Grand-Est,Abaucourt-Hautecourt (55400),M. Jean-Marie MITTAUX,04/07/2020,https://www.mon-maire.fr/maire-de-abaucourt-hautecourt-55,3 29 88 31 42,mairie.abaucourthautecourt@wanadoo.fr,Mairie de Abaucourt-Hautecourt 3 rue Saint-Martin 55400 Abaucourt-Hautecourt
Grand-Est,Abbéville-lès-Conflans (54800),M. Daniel POLEGGI,23/05/2020,https://www.mon-maire.fr/maire-de-abbeville-les-conflans-54,3 82 33 09 06,abbeville.mairie@wanadoo.fr,Mairie de Abbéville-lès-Conflans Place Roy-Tandy 54800 Abbéville-lès-Conflans
Grand-Est,Ablancourt (51240),M. Loïc NICOULEAUD,18/05/2020,https://www.mon-maire.fr/maire-de-ablancourt-51,3 26 74 52 12,commune.ablancourt@gmail.com,Mairie de Ablancourt 7 rue Perrot-d'Ablancourt 51240 Ablancourt
Grand-Est,Aboncourt (54115),M. Eric MATHIEU,23/05/2020,https://www.mon-maire.fr/maire-de-aboncourt-54,3 83 52 31 46,mairie.aboncourt@orange.fr,Mairie de Aboncourt 2 rue du Paquis 54115 Aboncourt
Grand-Est,Aboncourt (57920),M. Gérald RIVET,18/05/2020,https://www.mon-maire.fr/maire-de-aboncourt-57,3 82 83 50 17,mairiedaboncourt@wanadoo.fr,Mairie de Aboncourt 40 rue Principale 57920 Aboncourt
Grand-Est,Aboncourt-sur-Seille (57590),M. Fabrice BAGNON,18/05/2020,https://www.mon-maire.fr/maire-de-aboncourt-sur-seille-57,3 87 86 87 26,mrlemaire.aboncourtsurseille@sfr.fr,Mairie de Aboncourt-sur-Seille 1 rue de l'Église 57590 Aboncourt-sur-Seille
Grand-Est,Abreschviller (57560),M. Emmanuel RIEHL,18/05/2020,https://www.mon-maire.fr/maire-de-abreschviller-57,3 87 03 70 32,mairie@abreschviller.fr,Mairie de Abreschviller 78 rue du Général-Jordy 57560 Abreschviller
Grand-Est,Achain (57340),M. Louis RENARD,28/06/2020,https://www.mon-maire.fr/maire-de-achain-57,3 87 86 33 10,commune-de-achain@orange.fr,Mairie de Achain 3 rue de l'Église 57340 Achain
Grand-Est,Aulnoy-sur-Aube (52160),M. Bernard ODIN,25/05/2020,https://www.mon-maire.fr/maire-de-aulnoy-sur-aube-52,6 73 21 02 77,aulrouger@orange.fr,Mairie de Aulnoy-sur-Aube Route de la Tuilerie Le Village 52160 Aulnoy-sur-Aube
Grand-Est,Auménancourt (51110),M. Christophe MAHUET,18/05/2020,https://www.mon-maire.fr/maire-de-aumenancourt-51,3 26 97 50 47,mairie.aumenancourt@wanadoo.fr,Mairie de Auménancourt 38 rue du 151e-Régiment-d'Infanterie 51110 Auménancourt
Grand-Est,Aumetz (57710),M. Gilles DESTREMONT,18/05/2020,https://www.mon-maire.fr/maire-de-aumetz-57,3 82 91 90 63,aumetz.mairie@orange.fr,Mairie de Aumetz 6 place de l'Hôtel-de-Ville 57710 Aumetz
Grand-Est,Aure (08400),M. Cédric NICOLITCH,04/07/2020,https://www.mon-maire.fr/maire-de-aure-08,3 24 71 64 02,auremairie@west-telecom.com,Mairie de Aure Rue Haute 08400 Aure
Grand-Est,Aussonce (08310),M. Bruno PONSIN,25/05/2020,https://www.mon-maire.fr/maire-de-aussonce-08,3 24 72 73 64,mairie.aussonce@yahoo.fr,Mairie de Aussonce 4 rue de la Mairie 08310 Aussonce
Grand-Est,Authe (08240),Mme Sylvie LEFORT,28/05/2020,https://www.mon-maire.fr/maire-de-authe-08,3 24 71 74 71,mairie-de-authe@wanadoo.fr,Mairie de Authe 1 rue My 08240 Authe
Grand-Est,Autigny-la-Tour (88300),Mme Dominique HUMBERT,27/05/2020,https://www.mon-maire.fr/maire-de-autigny-la-tour-88,3 29 06 93 03,autigny-la-tour.mairie@wanadoo.fr,Mairie de Autigny-la-Tour 2 rue de l'École 88300 Autigny-la-Tour
Grand-Est,Autigny-le-Grand (52300),M. Pascal ROSSIGNON,23/05/2020,https://www.mon-maire.fr/maire-de-autigny-le-grand-52,3 25 94 84 58,mairie.autignylegrand@wanadoo.fr,Mairie de Autigny-le-Grand 28 rue Antoine-Labreveux 52300 Autigny-le-Grand
Grand-Est,Autigny-le-Petit (52300),M. Romain COLLIN,25/05/2020,https://www.mon-maire.fr/maire-de-autigny-le-petit-52,3 25 55 88 45,mairie.mairie71@akeonet.com,Mairie de Autigny-le-Petit 2 rue de la Vallée 52300 Autigny-le-Petit
Grand-Est,Autrecourt-et-Pourron (08210),M. Brice PARISOT,25/05/2020,https://www.mon-maire.fr/maire-de-autrecourt-et-pourron-08,3 24 26 10 13,mairie.autrecourtetpourron@orange.fr,Mairie de Autrecourt-et-Pourron 69 Grand'rue 08210 Autrecourt-et-Pourron
Grand-Est,Belmont-sur-Vair (88800),M. Florent HATIER,23/05/2020,https://www.mon-maire.fr/maire-de-belmont-sur-vair-88,3 29 08 20 48,mairiedebelmontsurvair@orange.fr,Mairie de Belmont-sur-Vair 250 rue de la Voie 88800 Belmont-sur-Vair
Grand-Est,Belrain (55260),M. Patrick GONDOUIN,04/07/2020,https://www.mon-maire.fr/maire-de-belrain-55,3 29 75 09 49,mairie@belrain.fr,Mairie de Belrain 2 rue du Russelot 55260 Belrain
Grand-Est,Belrupt (88260),Mme Isabelle FRESSE,23/05/2020,https://www.mon-maire.fr/maire-de-belrupt-88,3 29 09 83 59,mairiebelrupt@orange.fr,Mairie de Belrupt Rue de la Mairie 88260 Belrupt
Grand-Est,Belrupt-en-Verdunois (55100),M. Bernard GILSON,26/05/2020,https://www.mon-maire.fr/maire-de-belrupt-en-verdunois-55,3 29 86 50 27,mairie.belrupt55@wanadoo.fr,Mairie de Belrupt-en-Verdunois 2 Grand'rue 55100 Belrupt-en-Verdunois
Grand-Est,Belval (08090),M. Michel NORMAND,23/05/2020,https://www.mon-maire.fr/maire-de-belval-08,3 24 53 03 43,belval.mairie@wanadoo.fr,Mairie de Belval Place de l'Église 08090 Belval
Grand-Est,Belval (88210),M. Francis ALTAN,23/05/2020,https://www.mon-maire.fr/maire-de-belval-88,3 29 41 02 14,mairiebelval@wanadoo.fr,Mairie de Belval 2 rue de la Mairie 88210 Belval
Grand-Est,Belval-Bois-des-Dames (08240),M. Bruno JUILLET,25/05/2020,https://www.mon-maire.fr/maire-de-belval-bois-des-dames-08,3 24 30 01 03,mairie.belval@mcom.fr,Mairie de Belval-Bois-des-Dames Rue Principale 08240 Belval-Bois-des-Dames
Grand-Est,Belval-en-Argonne (51330),M. Maxence GERARDOT,18/05/2020,https://www.mon-maire.fr/maire-de-belval-en-argonne-51,3 26 60 16 93,mairie.belvalenargonne@orange.fr,Mairie de Belval-en-Argonne 4 route de Laheycourt 51330 Belval-en-Argonne
Grand-Est,Belval-sous-Châtillon (51480),M. Pascal NAILLON,18/05/2020,https://www.mon-maire.fr/maire-de-belval-sous-chatillon-51,3 26 58 14 27,mairie.belvalsouschatillon@wanadoo.fr,Mairie de Belval-sous-Châtillon Place de la Mairie 51480 Belval-sous-Châtillon
Grand-Est,Bénaménil (54450),M. Bruno MINUTIELLO,28/05/2020,https://www.mon-maire.fr/maire-de-benamenil-54,3 83 71 12 11,commune.benamenil@wanadoo.fr,Mairie de Bénaménil 92 rue de la Libération 54450 Bénaménil
Grand-Est,Bouilly (51390),M. Claude MAUPRIVEZ,18/05/2020,https://www.mon-maire.fr/maire-de-bouilly-51,3 26 49 27 92,commune.bouilly@orange.fr,Mairie de Bouilly 2 rue Saint-Caprais 51390 Bouilly
Grand-Est,Boulages (10380),Mme Fabienne GODOT,23/05/2020,https://www.mon-maire.fr/maire-de-boulages-10,3 25 37 45 67,mairie.boulages@wanadoo.fr,Mairie de Boulages 4 rue de l'Église 10380 Boulages
Grand-Est,Boulaincourt (88500),M. Jean-Christophe HALLUIN,25/05/2020,https://www.mon-maire.fr/maire-de-boulaincourt-88,3 29 65 60 55,commune-de-boulaincourt@orange.fr,Mairie de Boulaincourt 1 route de Toul 88500 Boulaincourt
Grand-Est,Boulange (57655),M. Antoine FALCHI,18/05/2020,https://www.mon-maire.fr/maire-de-boulange-57,3 82 59 44 55,mairie.boulange@wanadoo.fr,Mairie de Boulange 3 rue des Écoles 57655 Boulange
Grand-Est,Boulay-Moselle (57220),M. André BOUCHER,18/05/2020,https://www.mon-maire.fr/maire-de-boulay-moselle-57,3 87 79 18 31,mairie@boulay-moselle.fr,Mairie de Boulay-Moselle Place du Docteur-Julien-Schvartz 57220 Boulay-Moselle
Grand-Est,Bouleuse (51170),M. Patrick SIMON,18/05/2020,https://www.mon-maire.fr/maire-de-bouleuse-51,3 26 03 63 89,mairie.bouleuse@orange.fr,Mairie de Bouleuse 3 rue du Tardenois 51170 Bouleuse
Grand-Est,Bouligny (55240),M. Eric BERNARDI,24/05/2020,https://www.mon-maire.fr/maire-de-bouligny-55,3 29 87 93 08,bouligny.mairie@wanadoo.fr,Mairie de Bouligny 1 place Daniel-Mayer BP 20 55240 Bouligny
Grand-Est,Boult-aux-Bois (08240),M. Frédéric MATHIAS,23/05/2020,https://www.mon-maire.fr/maire-de-boult-aux-bois-08,3 24 30 74 79,mairiedeboultauxbois@orange.fr,Mairie de Boult-aux-Bois 5 rue de la Cadetière 08240 Boult-aux-Bois
Grand-Est,Boult-sur-Suippe (51110),M. Christian THIEBEAUX,18/05/2020,https://www.mon-maire.fr/maire-de-boult-sur-suippe-51,3 26 03 30 55,mairie.boultsursuippe@wanadoo.fr,Mairie de Boult-sur-Suippe 2 place de la Mairie 51110 Boult-sur-Suippe
Grand-Est,Boulzicourt (08410),M. Pascal MAUROY,28/05/2020,https://www.mon-maire.fr/maire-de-boulzicourt-08,3 24 32 72 72,mairie.boulzicourt@gmail.com,Mairie de Boulzicourt 54 rue de la République 08410 Boulzicourt
Grand-Est,Celsoy (52600),M. Denis BILLANT,23/05/2020,https://www.mon-maire.fr/maire-de-celsoy-52,3 25 84 92 85,mairie.celsoy@orange.fr,Mairie de Celsoy 14 rue Guibert 52600 Celsoy
Grand-Est,Cerisières (52320),M. Stéphane FONTANESI,28/05/2020,https://www.mon-maire.fr/maire-de-cerisieres-52,3 25 02 43 94,cerisieres52@orange.fr,Mairie de Cerisières 8 rue Principale 52320 Cerisières
Grand-Est,Cernay (68700),M. Michel SORDI,27/05/2020,https://www.mon-maire.fr/maire-de-cernay-68,3 89 75 54 10,cernay@ville-cernay.fr,Mairie de Cernay 26 rue James-Barbier BP 153 68700 Cernay
Grand-Est,Cernay-en-Dormois (51800),M. Jean-Pierre CHAPRON,18/05/2020,https://www.mon-maire.fr/maire-de-cernay-en-dormois-51,3 26 60 11 24,commune-cernay-en-dormois@orange.fr,Mairie de Cernay-en-Dormois Place de l'Église 51800 Cernay-en-Dormois
Grand-Est,Cernay-lès-Reims (51420),M. Patrick BEDEK,18/05/2020,https://www.mon-maire.fr/maire-de-cernay-les-reims-51,3 26 07 06 89,contact@cernay-les-reims.fr,Mairie de Cernay-lès-Reims 1 place de la République 51420 Cernay-lès-Reims
Grand-Est,Cernion (08260),Mme Patricia FELIX,26/05/2020,https://www.mon-maire.fr/maire-de-cernion-08,3 24 22 77 61,,Mairie de Cernion 18 Grand'rue 08260 Cernion
Grand-Est,Cernon (51240),M. Jean-Marie ROSSIGNON,18/05/2020,https://www.mon-maire.fr/maire-de-cernon-51,3 26 70 47 21,mairiecernon@orange.fr,Mairie de Cernon 1 Grande rue 51240 Cernon
Grand-Est,Certilleux (88300),M. Jean-Marie LOUIS,26/05/2020,https://www.mon-maire.fr/maire-de-certilleux-88,3 29 94 70 13,mairie-certilleux@orange.fr,Mairie de Certilleux 13 place Charles-de-Gaulle 88300 Certilleux
Grand-Est,Cerville (54420),Mme Gisèle FROMAGET,26/05/2020,https://www.mon-maire.fr/maire-de-cerville-54,3 83 20 44 04,mairie.cerville@orange.fr,Mairie de Cerville 21 Grande rue 54420 Cerville
Grand-Est,Cesse (55700),M. Daniel DUMAY,03/07/2020,https://www.mon-maire.fr/maire-de-cesse-55,3 29 80 25 78,commune.de-cesse@wanadoo.fr,Mairie de Cesse 7 rue du Trou-des-Hoquettes 55700 Cesse
Grand-Est,Cirey-sur-Vezouze (54480),M. Pascal PLUMET,23/05/2020,https://www.mon-maire.fr/maire-de-cirey-sur-vezouze-54,3 83 42 50 27,mairie-de-cirey-sur-vezouze@wanadoo.fr,Mairie de Cirey-sur-Vezouze 1 place Leclerc BP 7 54480 Cirey-sur-Vezouze
Grand-Est,Cirfontaines-en-Azois (52370),M. Dominique POUPOT,03/07/2020,https://www.mon-maire.fr/maire-de-cirfontaines-en-azois-52,9 83 01 93 75,mairie.cirfontaines1@bbox.fr,Mairie de Cirfontaines-en-Azois Place de la Mairie 52370 Cirfontaines-en-Azois
